"@timestamp","_id","_ignored","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.action","event.category","event.code","event.created","event.ingested","event.kind","event.module","event.outcome","event.provider","event.type","group.domain","group.id","group.name","host.architecture","host.hostname","host.id","host.ip","host.mac","host.name","host.os.build","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","log.level",message,"process.executable","process.executable.text","process.name","process.name.text","process.parent.executable","process.parent.executable.text","process.parent.name","process.parent.name.text","process.parent.pid","process.pid","related.user","source.domain",tags,"user.domain","user.effective.domain","user.effective.id","user.effective.name","user.effective.name.text","user.id","user.name","user.name.text","user.target.domain","user.target.group.domain","user.target.group.id","user.target.group.name","user.target.id","user.target.name","user.target.name.text","winlog.activity_id","winlog.channel","winlog.computer_name","winlog.event_data.AccessGranted","winlog.event_data.AccessRemoved","winlog.event_data.AccountExpires","winlog.event_data.AdvancedOptions","winlog.event_data.AllowedToDelegateTo","winlog.event_data.AuthenticationPackageName","winlog.event_data.Binary","winlog.event_data.BitlockerUserInputTime","winlog.event_data.BootMenuPolicy","winlog.event_data.BootMode","winlog.event_data.BootType","winlog.event_data.BuildVersion","winlog.event_data.CallerProcessId","winlog.event_data.CallerProcessName","winlog.event_data.ClientProcessId","winlog.event_data.Config","winlog.event_data.ConfigAccessPolicy","winlog.event_data.CorruptionActionState","winlog.event_data.CountNew","winlog.event_data.CountOfCredentialsReturned","winlog.event_data.CountOld","winlog.event_data.CurrentBias","winlog.event_data.CurrentTimeZoneID","winlog.event_data.Default SD String:","winlog.event_data.DeviceName","winlog.event_data.DeviceNameLength","winlog.event_data.DeviceTime","winlog.event_data.DeviceVersionMajor","winlog.event_data.DeviceVersionMinor","winlog.event_data.DirtyPages","winlog.event_data.DisableIntegrityChecks","winlog.event_data.DisplayName","winlog.event_data.DomainBehaviorVersion","winlog.event_data.DomainName","winlog.event_data.DomainPolicyChanged","winlog.event_data.DomainSid","winlog.event_data.DriveName","winlog.event_data.Dummy","winlog.event_data.EfiDaylightFlags","winlog.event_data.EfiTimeZoneBias","winlog.event_data.ElevatedToken","winlog.event_data.EnableDisableReason","winlog.event_data.EnabledNew","winlog.event_data.EntryCount","winlog.event_data.ExitReason","winlog.event_data.FinalStatus","winlog.event_data.FirstRefresh","winlog.event_data.FlightSigning","winlog.event_data.ForceLogoff","winlog.event_data.Group","winlog.event_data.HiveName","winlog.event_data.HiveNameLength","winlog.event_data.HomeDirectory","winlog.event_data.HomePath","winlog.event_data.HypervisorDebug","winlog.event_data.HypervisorLaunchType","winlog.event_data.HypervisorLoadOptions","winlog.event_data.IdleImplementation","winlog.event_data.IdleStateCount","winlog.event_data.ImagePath","winlog.event_data.ImpersonationLevel","winlog.event_data.IpAddress","winlog.event_data.IpPort","winlog.event_data.IsTestConfig","winlog.event_data.KernelDebug","winlog.event_data.KeyLength","winlog.event_data.KeysUpdated","winlog.event_data.LmPackageName","winlog.event_data.LoadOptions","winlog.event_data.LockoutDuration","winlog.event_data.LockoutObservationWindow","winlog.event_data.LockoutThreshold","winlog.event_data.LogonGuid","winlog.event_data.LogonHours","winlog.event_data.LogonProcessName","winlog.event_data.LogonType","winlog.event_data.MachineAccountQuota","winlog.event_data.MajorVersion","winlog.event_data.MandatoryLabel","winlog.event_data.MaxPasswordAge","winlog.event_data.MaximumPerformancePercent","winlog.event_data.MemberName","winlog.event_data.MemberSid","winlog.event_data.MinPasswordAge","winlog.event_data.MinPasswordLength","winlog.event_data.MinimumPasswordLength","winlog.event_data.MinimumPasswordLengthAudit","winlog.event_data.MinimumPerformancePercent","winlog.event_data.MinimumThrottlePercent","winlog.event_data.MinorVersion","winlog.event_data.MixedDomainMode","winlog.event_data.NewUACList","winlog.event_data.NewUacValue","winlog.event_data.NominalFrequency","winlog.event_data.Number","winlog.event_data.OemInformation","winlog.event_data.OldUacValue","winlog.event_data.PasswordHistoryLength","winlog.event_data.PasswordLastSet","winlog.event_data.PasswordProperties","winlog.event_data.PerformanceImplementation","winlog.event_data.PrimaryGroupId","winlog.event_data.PrivilegeList","winlog.event_data.ProcessCreationTime","winlog.event_data.ProcessId","winlog.event_data.ProfilePath","winlog.event_data.PuaCount","winlog.event_data.PuaPolicyId","winlog.event_data.QfeVersion","winlog.event_data.ReadOperation","winlog.event_data.Reason","winlog.event_data.RelaxMinimumPasswordLengthLimits","winlog.event_data.RemoteEventLogging","winlog.event_data.RestrictedAdminMode","winlog.event_data.ReturnCode","winlog.event_data.SamAccountName","winlog.event_data.ScriptPath","winlog.event_data.ServiceName","winlog.event_data.ServiceType","winlog.event_data.ServiceVersion","winlog.event_data.SidHistory","winlog.event_data.StartTime","winlog.event_data.StartType","winlog.event_data.State","winlog.event_data.Status","winlog.event_data.SubjectDomainName","winlog.event_data.SubjectLogonId","winlog.event_data.SubjectUserName","winlog.event_data.SubjectUserSid","winlog.event_data.TargetDomainName","winlog.event_data.TargetInfo","winlog.event_data.TargetLinkedLogonId","winlog.event_data.TargetLogonGuid","winlog.event_data.TargetLogonId","winlog.event_data.TargetOutboundDomainName","winlog.event_data.TargetOutboundUserName","winlog.event_data.TargetProcessId","winlog.event_data.TargetProcessName","winlog.event_data.TargetServerName","winlog.event_data.TargetSid","winlog.event_data.TargetUserName","winlog.event_data.TargetUserSid","winlog.event_data.TestSigning","winlog.event_data.TimeZoneInfoCacheUpdated","winlog.event_data.TokenElevationType","winlog.event_data.TransmittedServices","winlog.event_data.Type","winlog.event_data.UpdateReason","winlog.event_data.UserAccountControl","winlog.event_data.UserParameters","winlog.event_data.UserPrincipalName","winlog.event_data.UserWorkstations","winlog.event_data.VirtualAccount","winlog.event_data.VsmLaunchType","winlog.event_data.VsmPolicy","winlog.event_data.param1","winlog.event_data.param2","winlog.event_data.param4","winlog.event_data.param5","winlog.event_id","winlog.keywords","winlog.logon.id","winlog.logon.type","winlog.opcode","winlog.process.pid","winlog.process.thread.id","winlog.provider_guid","winlog.provider_name","winlog.record_id","winlog.task","winlog.user.domain","winlog.user.identifier","winlog.user.name","winlog.user.type","winlog.version"
"May 15, 2025 @ 00:44:59.140",gHOL0pYBTOKMfpn6PmYV,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",16,"May 15, 2025 @ 18:03:43.697","May 15, 2025 @ 09:04:20.864",event,"-","-","Microsoft-Windows-Kernel-General","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",System,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat",167,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",16,"-","-","-",Info,"2,584","2,680","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","Microsoft-Windows-Kernel-General",89,None,"NT AUTHORITY","S-1-5-18",SYSTEM,"Well Known Group","-"
"May 15, 2025 @ 00:44:58.589",5nOK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.513",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=Windows(R) UL oob License (Public)
License Id=7ca74c5f-cbfd-460d-813d-badc1851061b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Windows(R) UL oob License (Public)","7ca74c5f-cbfd-460d-813d-badc1851061b","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",20,None,"-","-","-","-","-"
"May 15, 2025 @ 00:44:58.589",53OK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.514",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=Windows(R) UL oob License (Private)
License Id=804a30e0-57c6-4943-8871-284a18211d3a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Windows(R) UL oob License (Private)","804a30e0-57c6-4943-8871-284a18211d3a","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",21,None,"-","-","-","-","-"
"May 15, 2025 @ 00:44:58.573",5HOK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.513",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=Windows(R) Publishing License (Public)
License Id=c2865c39-f1fd-4b8f-803e-cbe97147bda6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Windows(R) Publishing License (Public)","c2865c39-f1fd-4b8f-803e-cbe97147bda6","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",18,None,"-","-","-","-","-"
"May 15, 2025 @ 00:44:58.573",5XOK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.513",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=Windows(R) Publishing License (Private)
License Id=d5ebd09b-8a16-462e-a0b7-161e46d13b88","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Windows(R) Publishing License (Private)","d5ebd09b-8a16-462e-a0b7-161e46d13b88","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",19,None,"-","-","-","-","-"
"May 15, 2025 @ 00:44:58.354",43OK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.513",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=Windows(R) EnterpriseEval Product PPD License
License Id=610fbd9f-b152-3921-549f-bb6bb8151759","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Windows(R) EnterpriseEval Product PPD License","610fbd9f-b152-3921-549f-bb6bb8151759","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",17,None,"-","-","-","-","-"
"May 15, 2025 @ 00:44:57.960",f3OL0pYBTOKMfpn6PmYV,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",16,"May 15, 2025 @ 18:03:43.697","May 15, 2025 @ 09:04:20.864",event,"-","-","Microsoft-Windows-Kernel-General","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",System,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat",163,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",16,"-","-","-",Info,"2,584","2,680","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","Microsoft-Windows-Kernel-General",88,None,"NT AUTHORITY","S-1-5-18",SYSTEM,"Well Known Group","-"
"May 15, 2025 @ 00:44:57.932",4nOK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.513",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=DefaultPpd-EnterpriseEval Component PPD License
License Id=a804b6f9-5f4e-54f7-e452-6471dcb52d04","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","DefaultPpd-EnterpriseEval Component PPD License","a804b6f9-5f4e-54f7-e452-6471dcb52d04","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",16,None,"-","-","-","-","-"
"May 15, 2025 @ 00:44:57.714",4XOK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.513",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=windowsapp Ruleset Data
License Id=1a032e1d-5164-4a23-a256-7d01267aba81","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","windowsapp Ruleset Data","1a032e1d-5164-4a23-a256-7d01267aba81","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",15,None,"-","-","-","-","-"
"May 15, 2025 @ 00:44:57.542",4HOK0pYBTOKMfpn69GS3,"-",".ds-winlogbeat-9.0.1-2025.05.15-000001","-","e9746f08-b281-4bca-8733-b5bd2a724318","DESKTOP-RM6P0RP","02b3b84a-7e01-4bfe-92b1-006b2bf66211","DESKTOP-RM6P0RP",winlogbeat,"9.0.1","8.0.0",None,"-",1004,"May 15, 2025 @ 18:03:43.066","May 15, 2025 @ 09:04:02.513",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","x86_64","DESKTOP-RM6P0RP","012c3c67-1f22-4e7f-b1df-b2e462931de1","fe80::1d50:4ea9:29d5:6c90, 192.168.184.16","00-0C-29-27-55-5F","desktop-rm6p0rp","19045.2006",windows,"10.0.19041.2006 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"The Software Protection service has successfully installed the license.
License Title=platformglobal Ruleset Data
License Id=3726cac4-b752-4eb5-9c07-50c143a14c3e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Application,"WIN-D35FO1AQOB7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","platformglobal Ruleset Data","3726cac4-b752-4eb5-9c07-50c143a14c3e","-","-",1004,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",14,None,"-","-","-","-","-"
